Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_MI,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Gndr,Rndrng_Prvdr_Ent_Cd,Rndrng_Prvdr_St1,Rndrng_Prvdr_St2,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Rndrng_Prvdr_Cntry,Rndrng_Prvdr_Type,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
1649298142,Watsky,Kalman,L,MD,M,I,330 Orchard St,Ste #103,New Haven,CT,9,6511,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,145,173.0,173,225.0,116.9866474,85.814104046,75.37433526
1649299090,Cooper,Kevin,D,MD,M,I,11100 Euclid Ave,,Cleveland,OH,39,44106,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,73,110.0,110,380.0,98.293545455,76.085090909,78.841090909
1649299256,Gruber,David,M,MD,M,I,138 Haverhill St,Suite 200,Andover,MA,25,1810,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,115,120.0,120,235.0,108.4685,63.58325,60.48675
1649307406,Houk,Laura,D,M.D.,F,I,281 Lincoln St,,Worcester,MA,25,1605,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,103,105.0,105,278.54285714,32.533714286,21.903809524,21.317714286
1649317819,Uptmore,David,J,MD,M,I,21310 Provincial Blvd,Suite 395,Katy,TX,48,77450,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,206,241.0,241,159.8340249,108.90435685,75.262033195,72.057551867
1649342817,Federspiel,Richard,A,MD,M,I,950 Sagamore Pkwy W,,West Lafayette,IN,18,47906,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,125,138.0,138,163.0,89.18615942,59.787173913,64.308985507
1649350976,Leclercq,Anne,H,M.D.,F,I,171 Ashley Ave,,Charleston,SC,45,29425,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,14,14.0,14,396.0,118.475,88.272142857,92.539285714
1649357690,St. Clair,Kevin,L,M.D.,M,I,4375 N Vantage Dr,Suite 305,Fayetteville,AR,5,72703,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,21,21.0,21,156.0,72.114761905,54.40047619,62.71
1649368440,Laungani,Anjeli,G,M.D.,F,I,3280 Howell Mill Rd Nw Ste 211,,Atlanta,GA,13,30327,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,67,70.0,70,107.25328571,87.833428571,60.671285714,58.989
1649379611,Hurley,Jeffrey,P,MD,M,I,1101 Paoli Pike,,West Chester,PA,42,19380,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11104,Punch biopsy of single skin lesion,N,O,95,101.0,101,180.0,128.59445545,93.088415842,83.834257426
1649381310,Zemel,Mathias,,M.D.,M,I,675 Broadway,,Paterson,NJ,34,7514,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,12,12.0,12,172.5,118.575,91.0625,76.235833333
1649387390,Kramer,Jesse,M,MD,M,I,3000 Q St Fl 3,,Sacramento,CA,6,95816,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11302,"Shaving of 1.1 to 2.0 centimeters skin growth of the trunk, arms, or legs",N,O,11,11.0,11,493.0,134.30545455,107.71272727,98.755454545
1649388109,Kaplan,Stuart,H,M.D.,M,I,435 N Roxbury Dr Ste 210,,Beverly Hills,CA,6,90210,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10061,Drainage of multiple abscess,N,O,39,47.0,47,225.0,216.03148936,167.6412766,157.5712766
1649388398,Pistone,Gregory,A,M.D.,M,I,100 Centre Blvd Ste 100e,,Marlton,NJ,34,8053,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11104,Punch biopsy of single skin lesion,N,O,41,42.0,42,200.0,150.54452381,117.69785714,101.41619048
1649388422,Rovner,Ronald,,MD,M,I,No. 5 Calle Medico,Suite A,Santa Fe,NM,35,87505,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,54,54.0,54,293.83333333,92.676296296,60.06037037,64.217222222
1649394875,Pugliano-Mauro,Melissa,A,M.D.,F,I,2585 Freeport Rd,Suite 240,Pittsburgh,PA,42,15238,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,25,31.0,31,165.0,30.390645161,22.50516129,24.110967742
1649407073,Kim,Soo Jung,,MD PHD,F,I,40 Waterside Plz Apt 8l,,New York,NY,36,10010,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,166,194.0,194,516.0,106.03381443,75.488917526,71.323453608
1649407719,Nayyar,Priya,M,M.D.,F,I,3085 Dr. Mlk Jr St. N,,St. Petersburg,FL,12,33704,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,154,184.0,184,204.41597826,98.867391304,76.153043478,78.408152174
1649413881,Dean,Rachel,,MD,F,I,4615 Parliament Dr Ste 204,,Alexandria,LA,22,71303,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,155,177.0,177,144.87440678,79.716949153,59.00079096,67.416214689
1649433152,Smith,Gideon,,MD PHD,M,I,50 Staniford Street,"Mass General Hospital Dermatology, Suite 800",Boston,MA,25,2114,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,21,22.0,22,440.81818182,115.40636364,85.739090909,71.916818182
1649439720,Khosla,Shaheen,,D.O.,F,I,100 Arch St Ste 1,,Redwood City,CA,6,94062,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,18,18.0,18,375.0,111.76,84.292777778,64.897777778
1649447731,Stierman,Sarah,C,M.D.,F,I,12780 Roachton Rd # 1,,Perrysburg,OH,39,43551,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,75,87.0,87,109.5008046,78.711724138,57.801034483,60.025402299
1649450172,Aldarondo-Antonini,Nedil,,M.D.,M,I,2545 W Silver Lake Rd Ste 2,,Fenton,MI,26,48430,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,17000,Destruction of skin growth,N,O,13,13.0,13,110.01230769,51.709230769,34.376923077,35.746923077
1649466335,Quigley,Elizabeth,A,MD,F,I,136 Mountain View Blvd,,Basking Ridge,NJ,34,7920,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,99,113.0,113,330.0,26.645132743,21.069823009,18.472477876
1649467192,Larian,Amir,,M.D.,M,I,1624 W Olive Ave,Suite B,Burbank,CA,6,91506,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,34,39.0,39,182.21461538,99.603846154,69.696666667,59.123589744
1649470493,Kirk,Jessica,L,MD,F,I,4414 Lake Boone Trl,Suite 408,Raleigh,NC,37,27607,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,128,160.0,160,125.0,91.46075,62.4134375,65.6651875
1649477035,Shetty,Anita,K,M.D.,F,I,835 Cogburn Ave Nw,Suite 100,Marietta,GA,13,30060,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,96,106.0,106,132.0,91.428490566,67.16254717,65.701792453
1649482738,Ragland,Howard,P,M.D.,M,I,1415 Tulane Ave,,New Orleans,LA,22,70112,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,37,39.0,39,190.33333333,28.726410256,23.052051282,22.934102564
1649487984,Remishofsky,Christopher,J,MD,M,I,39242 Dequindre Rd,Suite 105,Sterling Heights,MI,26,48310,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,76,82.0,82,149.2195122,116.32439024,84.750609756,81.301097561
1649492752,Mcbean,Jason,C,M.D.,M,I,1305 Post Rd,Suite 310,Fairfield,CT,9,6824,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,139,155.0,155,290.0,105.79496774,81.215870968,71.790064516
1649493123,Patel,Tejesh,,"M.B.B.S, M.D.",M,I,930 Madison Ave Ste 801,,Memphis,TN,47,38103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,15,20.0,20,302.97,92.07,60.144,66.081
1649498544,Kodali,Sreedevi,,M.D.,F,I,5013 Heritage Ave Ste 100,,Colleyville,TX,48,76034,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,315,377.0,377,139.3195756,104.30204244,72.670265252,71.485490716
1649509126,Sperling,Shari,Y,D.O,F,I,222 Columbia Tpke,,Florham Park,NJ,34,7932,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,50,62.0,62,247.63806452,107.21096774,81.933064516,68.461451613
1649513508,Shive,Melissa,,,F,I,Uci Dermatology 1 Medical Plaza Drive,,Irvine,CA,6,92697,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,68,79.0,79,477.75949367,107.6164557,77.651518987,66.005949367
1649533803,Lewallen,Robin,S,M.D.,F,I,1441 Avocado Ave Ste 702,,Newport Beach,CA,6,92660,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,116,159.0,159,143.4591195,111.10421384,82.756981132,70.567924528
1649536095,Richard,Emily,B,M.D.,F,I,7373 Perkins Rd,,Baton Rouge,LA,22,70808,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,173,214.0,214,190.0,91.098785047,66.57046729,72.625233645
1649538240,Redding,Katherine,S,M.D.,F,I,2125 Bandywood Dr,,Nashville,TN,47,37215,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,62,69.0,69,140.0,85.616231884,60.950289855,66.514202899
1649550591,Mizrahi-Levi,Cherise,,DO,F,I,2140 Ne 26th St,,Wilton Manors,FL,12,33305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,16,28.0,28,216.02,96.438571429,75.65,73.027142857
1649564410,Lee,Eric,S,M.D.,M,I,284 Foam St Unit 28,,Monterey,CA,6,93940,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,320,360.0,360,213.08333333,112.83402778,88.354777778,76.802194444
1649581059,Smith,Jerry,M,M.D.,M,I,24 White Bridge Rd,,Nashville,TN,47,37205,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,28,32.0,32,325.65,83.11875,63.025,69.9915625
1649582594,Hazany,Salar,,MD,M,I,1000 Newbury Rd 240,,Newbury Park,CA,6,91320,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,13132,"Repair of wound (2.6 to 7.5 centimeters) of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet",N,O,18,18.0,18,810.0,277.39055556,222.5,205.96333333
1649585753,Fabrikant,Jordan,,D.O.,M,I,1907 Boise Ave Ste 3,,Loveland,CO,8,80538,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,26,26.0,26,300.38615385,127.17192308,89.501923077,70.449230769
1649590910,Heinisch,Silke,,"MD, PHD",F,I,2850 Telegraph Ave Ste 130,,Berkeley,CA,6,94705,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,87,101.0,101,353.0,123.13455446,93.508910891,71.613861386
1649599648,Hayes,Jennifer,,M.D.,F,I,2725 Mendocino Ave,,Santa Rosa,CA,6,95403,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,287,329.0,329,220.0,108.48641337,81.545805471,71.722735562
1649610718,Braghiroli,Naiara,A,M.D,F,I,8900 N Kendall Dr,,Miami,FL,12,33176,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,116,159.0,159,119.0,28.701383648,21.628238994,19.851006289
1649619404,Pierce,Richard,,MD,M,I,776 Daniel Ellis Dr Ste 1a,,Charleston,SC,45,29412,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,134,176.0,176,180.0,90.455965909,69.584715909,74.905284091
1649619982,Dane,Alexander,A,D.O.,M,I,182 South St,Suite 1,Morristown,NJ,34,7960,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,27,27.0,27,147.03185185,102.04518519,71.755925926,63.541851852
1649624438,Shaughnessy,Cristin,,,F,I,222 Piedmont Ave,,Cincinnati,OH,39,45219,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,26,28.0,28,284.0,90.835357143,65.547142857,70.870714286
1649629510,Luther,Chelsea,,M.D.,F,I,285 N Lilley Rd,,Canton,MI,26,48187,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,59,65.0,65,150.0,97.683230769,70.588307692,69.010153846
1649629692,Jones-Sheets,Megan,A,D.O.,F,I,5175 Morse Rd Ste 100,,Gahanna,OH,39,43230,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,49,50.0,50,174.11,96.4956,65.5012,69.6066
1649632456,Delguzzo,Christina,A,M.D.,F,I,3400 Spruce St,,Philadelphia,PA,42,19104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,17000,Destruction of skin growth,N,F,12,13.0,13,205.0,53.409230769,39.167692308,36.112307692
1649633355,Kazi,Rashek,,"M.D., PH.D.",M,I,855 State Route 17m,,Monroe,NY,36,10950,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,69,69.0,69,325.0,112.12289855,82.294057971,72.41942029
1649633678,Prouty,Megan,,MD,F,I,3901 Rainbow Blvd # Ms 3007,,Kansas City,KS,20,66160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,74,80.0,80,235.825,26.124125,17.260375,18.101875
1649664731,Kelsey,Andrew,,MD,M,I,7125 Murrell Rd Ste A,,Melbourne,FL,12,32940,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,12032,"Repair of wound (2.6 to 7.5 centimeters) of the scalp, underarms, trunk, arms, and/or legs",N,O,16,16.0,16,614.0,172.528125,138.024375,158.7825
1649666975,Hazan,Ezra,,,M,I,7901 4th Ave,,Brooklyn,NY,36,11209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,20,20.0,20,229.561,101.4505,76.7185,64.4805
1649683186,Finnin,Christine,Y,M.D.,F,I,711 Troy Schenectady Rd Ste 211,,Latham,NY,36,12110,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,244,267.0,267,174.69179775,92.853670412,64.463183521,65.893108614
1649698614,Sandhu,Monica,E,,F,I,795 El Camino Real,,Palo Alto,CA,06,94301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,65,81.0,81,348.64197531,134.02666667,102.3808642,74.860864198
1649701962,Robinson,Christopher,L,M.D.,M,I,25 N 3rd St Ste 100,,Geneva,IL,17,60134,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,37,37.0,37,293.0,102.20027027,80.337837838,75.479459459
1649705518,Matthews,Ashley,N,M.D.,F,I,24 White Bridge Pike,,Nashville,TN,47,37205,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,18,20.0,20,325.65,77.376,58.3755,63.3415
1649711391,Kim,Angela,Y,"DO, MPH",F,I,350 Del Norte Ave,,Yuba City,CA,06,95991,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,74,82.0,82,321.0,97.065243902,76.886341463,72.689878049
1649712761,Jaimes,Natalia,,MD,F,I,1600 Nw 10th Ave,Rmsb 2023a (Locator Code 250),Miami,FL,12,33136,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,62,76.0,76,422.0,30.015,23.679342105,21.029605263
1649790627,Khosravi,Hasan,,MD,M,I,808 S Wood St Ste 380,,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,99204,"New patient outpatient visit, total time 45-59 minutes",N,F,35,35.0,35,736.0,143.58314286,108.32542857,102.02457143
1659301455,Soon,Seaver,L,M.D.,M,I,10666 N Torrey Pines Rd,,La Jolla,CA,06,92037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,14,16.0,16,343.88,124.655625,99.72375,89.746875
1659301950,Pitt,Alan,J,MD,M,I,1618 S. Millennium Way,Suite 100,Meridian,ID,16,83642,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,143,162.0,162,251.0,93.917901235,62.534814815,69.131851852
1659303444,Tuli,Malika,,MD,F,I,6644 Summer Knoll Cir,,Bartlett,TN,47,38134,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,203,252.0,252,120.0,69.46952381,54.34281746,58.742777778
1659309904,Cooper,Zachary,A,M.D.,M,I,19933 Greenley Rd # C,,Sonora,CA,06,95370,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,529,636.0,636,140.0,107.85492138,81.267154088,75.006650943
1659316867,Kranendonk,Shauna,K,M.D.,F,I,224 Chimney Corner Ln,Suite # 3002,Jupiter,FL,12,33458,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,397,504.0,504,162.37517857,99.224285714,69.587361111,67.141746032
1659317220,Brown,Fredric,S,M.D.,M,I,440 Pierce St,,Kingston,PA,42,18704,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,316,366.0,366,131.74863388,89.950546448,68.019262295,69.871803279
1659320398,Mulligan,Kathleen,A,MD,F,I,1991 Crocker Rd,Suite 310,Westlake,OH,39,44145,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11042,Removal of skin and tissue first 20 sq cm or less,N,O,16,45.0,45,128.0,125.58,95.995111111,100.19155556
1659320927,Hsu,Tony,,M.D.,M,I,18800 Main St,Suite 108,Huntington Beach,CA,06,92648,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,55,58.0,58,200.0,123.08913793,96.529310345,81.461724138
1659322337,Blankenship,Andrea,P,PA-C,F,I,1098 S Mayo Trl,,Pikeville,KY,21,41501,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,173,178.0,178,125.56179775,76.383651685,39.835730337,39.835730337
1659322519,Galbraith,Sheila,S,MD,F,I,733 W Clairemont Ave,Pediatric Dermatology,Eau Claire,WI,55,54701,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,78,94.0,94,105.0,30.026489362,19.583297872,20.419574468
1659323111,Rogers,Wayne,G,M.D.,M,I,3b Cleveland Ct,,Greenville,SC,45,29607,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,15,15.0,15,150.0,92.558666667,62.568,73.578666667
1659324440,Drossner,Robbie,B,M.D.,F,I,2350 South Ave,,Scotch Plains,NJ,34,7076,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,83,87.0,87,185.34137931,122.13850575,89.621609195,75.057471264
1659326544,Tripp,Jackie,M,M.D.,M,I,5130 Linton Blvd,Suite C1,Delray Beach,FL,12,33484,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,21,21.0,21,136.14,123.78666667,94.714285714,89.104761905
1659327211,Levin,Robin,M,M.D.,F,I,101 Gaither Dr,,Mount Laurel,NJ,34,8054,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,20,23.0,23,264.58,123.66304348,98.834782609,87.366086957
1659328144,Weinstein,Jill,M,MD,F,I,1460 N Halsted St Ste 203,,Chicago,IL,17,60642,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,18,19.0,19,363.0,88.783157895,57.009473684,52.694210526
1659332864,Gropper,Charles,A,M.D.,M,I,2016 Bronxdale Ave,Suite 301,Bronx,NY,36,10462,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,99203,"New patient outpatient visit, total time 30-44 minutes",N,O,11,11.0,11,368.0,136.98,96.876363636,78.384545455
1659336832,Schiff,Martin,A,MD,M,I,3000 University Dr,Ste K,Coral Springs,FL,12,33065,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,29,30.0,30,215.0,131.046,96.911,91.185
1659338705,Sheu,Mary,,MD,F,I,10755 Falls Rd,Pavilion I,Lutherville,MD,24,21093,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,155,208.0,208,150.0,120.62913462,88.885576923,67.065769231
1659340313,Lomax,Laura,L,M.D.,F,I,2704 Saint Jude St,,Greensboro,NC,37,27405,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,138,155.0,155,161.4516129,82.448967742,54.487354839,57.821677419
1659342558,Galeckas,Kenneth,,M.D.,M,I,"100 Foden Road, West",Suite 100,South Portland,ME,23,4106,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,0001A,Adm sarscov2 30mcg/0.3ml 1st,N,O,309,309.0,309,71.0,17.014012945,17.014012945,16.673139159
1659343689,Thomas,Kelly,B,M.D.,F,I,1830 Blake Ave,,Glenwood Springs,CO,08,81601,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,185,198.0,198,271.16161616,107.78944444,78.286414141,74.165555556
1659344513,Uebelhoer,Nathan,S,D.O.,M,I,10666 N Torrey Pines Rd,,La Jolla,CA,06,92037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,11,11.0,11,168.70090909,70.369090909,44.268181818,41.741818182
1659348746,Mariencheck,Maria,C,MD,F,I,87b Murray Guard Dr,,Jackson,TN,47,38305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,162,175.0,175,202.28,50.529028571,31.430457143,32.736342857
1659351948,Dombrowski,Helene,C,M.D.,F,I,23100 Cherry Hill St,Suite #10,Dearborn,MI,26,48124,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,118,145.0,145,130.0,97.572206897,71.438827586,69.148482759
1659352367,Hazen,Paul,G,MD,M,I,26908 Detroit Rd,Suite 103,Westlake,OH,39,44145,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,37,51.0,51,151.92156863,88.868431373,66.417058824,69.811176471
